timestamp,date,open,high,low,close,volume,ma_7,ma_30,ma_90,return_1d,return_7d,return_30d,volatility_30d,rsi_14
1510185600,2017-11-08,0.02515999972820282,0.03505999967455864,0.025005999952554703,0.03205300122499466,18716200,,,,,,,,
1510272000,2017-11-09,0.03221900016069412,0.033348001539707184,0.026450999081134796,0.027118999511003494,6766780,,,,-0.1539325968060573,,,,
1510358400,2017-11-10,0.02689100056886673,0.029658999294042587,0.025684000924229622,0.02743699960410595,5532220,,,,0.011726099739536089,,,,
1510444800,2017-11-11,0.027480000630021095,0.027952000498771667,0.02259100042283535,0.023977000266313553,7280250,,,,-0.12610705936208155,,,,
1510531200,2017-11-12,0.02436400018632412,0.02630000002682209,0.02349499985575676,0.025807999074459076,4419440,,,,0.07636479909115157,,,,
1510617600,2017-11-13,0.025797000154852867,0.026788000017404556,0.025342000648379326,0.02622999995946884,3033290,,,,0.016351553787344875,,,,
1510704000,2017-11-14,0.02611600048840046,0.027773000299930573,0.02526099979877472,0.026444999501109123,6858800,0.027009857020207813,,,0.00819670384950455,,,,
1510790400,2017-11-15,0.026582999154925346,0.02817000076174736,0.02565399929881096,0.027580000460147858,4888130,0.026370856910943985,,,0.04291930347705741,-0.139550138642206,,,
1510876800,2017-11-16,0.027142999693751335,0.027435999363660812,0.02518399991095066,0.025772999972105026,3578870,0.02617857126252992,,,-0.06551850826303951,-0.04963308245764486,,,
1510963200,2017-11-17,0.025597000494599342,0.027122000232338905,0.024747999384999275,0.0263689998537302,2930550,0.026025999869619097,,,0.023124971181866627,-0.03892552996997245,,,
1511049600,2017-11-18,0.026242999359965324,0.028478000313043594,0.02558100037276745,0.028084000572562218,4725050,0.026612714199083193,,,0.06503851979010156,0.17128916297418528,,,
1511136000,2017-11-19,0.028152000159025192,0.03229999914765358,0.027612000703811646,0.02958099916577339,16172400,0.027151714212128093,,,0.053304321417573464,0.14619498708244572,,,
1511222400,2017-11-20,0.029587000608444214,0.029709000140428543,0.027403999119997025,0.02833000011742115,5836790,0.02745171423469271,,,-0.042290628566722166,0.08006100500180224,,,
1511308800,2017-11-21,0.028398999944329262,0.029033999890089035,0.027891000732779503,0.02854900062084198,4938480,0.027752285823225975,,,0.007730338952104621,0.0795613975959657,,,40.96907087422191
1511395200,2017-11-22,0.028540000319480896,0.02867799997329712,0.02744399942457676,0.02744399942457676,5132300,0.027732857103858675,,,-0.03870542478669192,-0.004931146965266198,,,38.76127431623761
1511481600,2017-11-23,0.0274059996008873,0.028596999123692513,0.026962999254465103,0.02838199958205223,5502350,0.028105571333851134,,,0.034178697607589514,0.10122995432316806,,,53.82518642811029
