timestamp,date,open,high,low,close,volume,ma_7,ma_30,ma_90,return_1d,return_7d,return_30d,volatility_30d,rsi_14
1594598400,2020-07-12,4.6139678955078125,4.915114879608154,4.481499195098877,4.896294116973877,28340.0,,,,,,,,
1594684800,2020-07-13,4.909864902496338,5.229564189910889,4.762067794799805,4.986753940582275,3957.0,,,,0.01847516130511928,,,,
1600732800,2020-09-21,4.986753940582275,11.4634428024292,4.125380039215088,5.2346320152282715,288098840.0,,,,0.04970730009932134,,,,
1600819200,2020-09-22,5.321653842926025,5.329309940338135,3.9826040267944336,4.11846923828125,173091214.0,,,,-0.21322659810660027,,,,
1600905600,2020-09-23,3.817924976348877,4.751877784729004,3.539886951446533,4.566561222076416,96110964.0,,,,0.10880061446863376,,,,
1600992000,2020-09-24,4.614027976989746,4.958673000335693,4.240797996520996,4.712278842926025,55854397.0,,,,0.03190970486613809,,,,
1601078400,2020-09-25,4.713736057281494,4.817751884460449,4.376773834228516,4.539248943328857,27304546.0,4.722034045628139,,,-0.03671894328938463,,,,
1601164800,2020-09-26,4.5352888107299805,4.69547176361084,4.138011932373047,4.62553596496582,23243192.0,4.683354309626988,,,0.019009096595985486,-0.05529858818517974,,,
1601251200,2020-09-27,4.636009216308594,4.642366886138916,4.204802989959717,4.204802989959717,20624310.0,4.571647030966623,,,-0.09095875120045949,-0.15680560138711286,,,
1601337600,2020-09-28,4.205905914306641,4.280641078948975,3.9706621170043945,4.142951011657715,16706917.0,4.415692601885114,,,-0.014709839783146328,-0.20854971283458035,,,
1601424000,2020-09-29,4.1432929039001465,4.39227819442749,4.015056133270264,4.322546005249023,16932876.0,4.444846425737653,,,0.043349533481316094,0.0495516064733168,,,
1601510400,2020-09-30,4.324278831481934,4.493291854858398,4.0592942237854,4.151090145111084,23903201.0,4.385493414742606,,,-0.03966547954139399,-0.09098116870891693,,,
1601596800,2020-10-01,4.149603843688965,4.206491947174072,3.693851947784424,3.9271559715270996,30467406.0,4.273333004542759,,,-0.053945871025643966,-0.16661214193161256,,,
1601683200,2020-10-02,3.925748109817505,4.166155815124512,3.8802390098571777,4.021659851074219,11967394.0,4.19939170564924,,,0.024064203263709727,-0.11402527129853002,,,37.35968440024758
